E,U,u,b_p,b_q,a_p,a_q
1773392042605,2497657774,2497657774,[2.02],[1207.36],[],[]
1773392042905,2497657775,2497657776,[2.021 2.017],[ 383.92 1815.85],[],[]
1773392043405,2497657777,2497657779,[2.018 2.017],[1297.73 1840.58],[2.031],[19732.74]
1773392043605,2497657780,2497657780,[2.021],[408.65],[],[]
1773392043705,2497657781,2497657781,[2.017],[1865.31],[],[]
1773392044605,2497657782,2497657782,[2.02],[1407.36],[],[]
1773392044705,2497657783,2497657788,[2.021],[492.74],[2.023 2.024 2.027],[ 860.79 1226.4  1943.35]
1773392044805,2497657789,2497657795,[2.02  2.019 2.018 2.017],[1456.82 1398.33 1322.45 1939.5 ],[],[]
1773392045305,2497657796,2497657796,[],[],[2.025],[1356.66]
1773392045605,2497657797,2497657797,[2.021],[692.74],[],[]
1773392045805,2497657798,2497657798,[],[],[2.025],[1332.41]
1773392046205,2497657799,2497657828,[2.022 2.021 2.02  2.013 2.012 2.003 2.002 1.984 1.983],"[  137.22  1158.82  1315.34 19878.14   765.23 13302.37   317.2  24123.74
   115.5 ]",[2.022 2.023 2.024 2.031 2.032 2.042 2.043],[    0.     541.01  1551.22  8438.12 12014.69 10322.35 15081.25]
1773392046305,2497657829,2497657845,[2.021 2.02  2.019 2.018 2.017],[ 910.12 1076.57 1373.6  1297.73 1716.93],[],[]
1773392046405,2497657846,2497657849,[2.022 2.021],[112.5  864.39],[],[]
1773392046506,2497657850,2497657850,[2.021],[839.66],[],[]
1773392047405,2497657851,2497657851,[],[],[2.023],[545.71]
1773392047505,2497657852,2497657853,[],[],[2.024 2.028],[1358.31 1881.84]
1773392050105,2497657854,2497657857,[],[],[2.028 2.048],[1090.04  456.04]
1773392050305,2497657858,2497657859,[],[],[2.023],[412.62]
1773392050505,2497657860,2497657860,[],[],[2.023],[698.76]
1773392050705,2497657861,2497657861,[2.021],[859.45],[],[]
1773392050905,2497657862,2497657862,[2.02],[876.57],[],[]
1773392051505,2497657863,2497657864,[2.021],[635.95],[2.023],[872.59]
1773392052305,2497657865,2497657865,[],[],[2.048],[398.87]
1773392052805,2497657866,2497657866,[],[],[2.023],[867.89]
1773392054005,2497657867,2497657867,[],[],[2.023],[872.59]
1773392054505,2497657868,2497657869,[],[],[2.023 2.024],[ 988.08 1242.44]
1773392059705,2497657870,2497657870,[],[],[2.023],[983.38]
1773392060105,2497657871,2497657874,[],[],[2.047],[199.61]
1773392061005,2497657875,2497657875,[],[],[2.023],[988.08]
1773392062805,2497657876,2497657877,[],[],[2.023],[988.09]
1773392063105,2497657878,2497657878,[2.021],[859.45],[],[]
1773392065705,2497657879,2497657889,[2.022 2.021 2.02 ],[  0.   743.93 968.59],[2.023 2.031 2.032 2.042 2.043],[ 1271.41 19719.19   799.9  22848.92  2569.18]
1773392065905,2497657890,2497657897,[2.022 2.021 2.02 ],[112.5  839.66 876.57],[2.023 2.031 2.042],[  988.09  8438.12 10322.35]
1773392066505,2497657898,2497657898,[],[],[2.023],[983.39]
1773392066805,2497657899,2497657900,[],[],[2.032 2.043],[12004.41 15102.07]
1773392067605,2497657901,2497657901,[],[],[2.023],[988.09]
1773392067905,2497657902,2497657911,[2.022 2.021 2.02 ],[  0.   743.93 968.59],[2.023 2.031 2.032 2.042 2.043],[ 1271.41 19699.56   799.9  22878.42  2569.18]
1773392068005,2497657912,2497657917,[2.022 2.021 2.02 ],[112.5  839.66 876.57],[2.023],[988.09]
1773392068105,2497657918,2497657919,[],[],[2.031 2.042],[ 8438.12 10322.35]
1773392069005,2497657920,2497657921,[],[],[2.032 2.043],[12011.37 15081.97]
1773392069305,2497657922,2497657922,[],[],[2.023],[1007.55]
1773392069805,2497657923,2497657923,[],[],[2.023],[988.09]
1773392070105,2497657924,2497657927,[],[],[2.047],[199.61]
1773392072805,2497657928,2497657949,[2.022 2.021 2.02  2.013 2.012 2.003 2.002 1.984 1.983],"[    0.     393.82   968.59  8484.74 12146.24   719.46 12942.56    58.
 24122.46]",[2.022 2.023 2.024 2.031 2.032 2.042 2.043 2.045],[ 1000.    1210.38  1150.42 19748.92   799.9  22820.6   2569.18   312.11]
1773392073205,2497657950,2497657951,[2.02],[1128.38],[2.023],[1205.68]
1773392073405,2497657952,2497657954,[],[],[2.023 2.024],[1048.97  917.62]
1773392074305,2497657955,2497657955,[],[],[2.022],[1004.7]
1773392075305,2497657956,2497657958,[2.021 2.02  2.019],[ 309.73  968.59 1173.6 ],[],[]
1773392075405,2497657959,2497657959,[],[],[2.027],[2268.35]
1773392077005,2497657960,2497657961,[2.02],[1298.83],[],[]
1773392077305,2497657962,2497657962,[2.019],[1373.6],[],[]
1773392079105,2497657963,2497657966,[2.017 2.016 2.011],[2328.87 2528.42 1332.27],[2.023],[1068.37]
1773392079205,2497657967,2497657967,[2.02],[1498.83],[],[]
1773392079305,2497657968,2497657969,[],[],[2.027],[2371.85]
1773392079805,2497657970,2497657970,[],[],[2.022],[1000.]
1773392080105,2497657971,2497657974,[],[],[2.047],[199.61]
1773392080905,2497657975,2497657975,[],[],[2.022],[1004.7]
1773392082905,2497657976,2497657976,[],[],[2.023],[1048.97]
1773392086405,2497657977,2497657977,[],[],[2.022],[1000.]
1773392087605,2497657978,2497657978,[],[],[2.022],[1004.7]
1773392089305,2497657979,2497657979,[2.02],[1342.38],[],[]
1773392089605,2497657980,2497657980,[2.02],[1142.38],[],[]
1773392089705,2497657981,2497657981,[2.02],[968.59],[],[]
1773392090105,2497657982,2497657985,[],[],[2.047],[199.61]
1773392090205,2497657986,2497657990,[2.015 2.013 2.012 2.01  2.006 2.005 1.994 1.982],[12445.09 13649.22 19314.26  9787.01 26830.76 15194.23  5530.19   401.64],[],[]
1773392092805,2497657991,2497657991,[],[],[2.022],[1119.3]
1773392092905,2497657992,2497657994,[],[],[2.022 2.027],[1004.7  2361.15]
1773392093005,2497657995,2497657995,[],[],[2.022],[1000.]
1773392094205,2497657996,2497657996,[],[],[2.022],[1004.7]
1773392094305,2497657997,2497658087,"[2.022 2.021 2.02  2.019 2.018 2.017 2.016 2.015 2.013 2.012 2.01  2.006
 2.004 2.003 2.002 2.001 1.984 1.983 1.922 1.921 1.92 ]","[2.175100e+02 1.287650e+03 8.765700e+02 1.566510e+03 1.540080e+03
 1.716930e+03 7.826500e+02 8.985920e+03 1.980480e+04 7.652300e+02
 2.620400e+03 2.857653e+04 1.638868e+04 1.852603e+04 7.485220e+03
 1.781165e+04 2.391760e+04 1.155000e+02 9.710000e+00 6.190000e+01
 5.480000e+00]","[2.022 2.023 2.024 2.025 2.026 2.027 2.028 2.031 2.032 2.042 2.043 2.046
 2.047 2.048 2.049 2.05  2.054 2.056 2.058]","[    0.      55.57  1099.54  1139.5   1095.64  1943.35  1498.84  8438.12
 12030.17 10322.35 15100.99   511.77   312.11   511.37   602.11   497.89
   311.34   311.34   335.59]"
1773392094405,2497658088,2497658108,[2.022 2.021 2.018],[  49.44  864.38 1614.24],[2.023 2.024 2.028],[ 629.96 1122.26 1664.74]
1773392094505,2497658109,2497658146,[2.022 2.021 2.02  2.019 2.018 2.013 2.003 1.984],[   0.    520.43  988.59 1546.51 1490.64 8484.74 5883.94   58.  ],[2.022 2.023 2.024 2.026 2.028 2.032 2.043 2.058],[ 112.5   996.57  941.46 1288.55 1090.04  799.9  2569.18  223.09]
1773392094605,2497658147,2497658154,[2.021],[436.34],[2.022 2.023 2.024 2.026],[ 137.33 1080.66  960.93 1337.37]
1773392094705,2497658155,2497658159,[],[],[2.022 2.023 2.024 2.026],[ 112.5  1056.24  937.09 1288.55]
1773392095105,2497658160,2497658161,[2.021],[309.73],[2.024],[917.62]
1773392095305,2497658162,2497658162,[2.021],[393.82],[],[]
1773392095405,2497658163,2497658167,[2.012 2.002 1.983],[12177.77 20070.64 24087.2 ],[2.031 2.042],[19726.84 22797.59]
1773392096605,2497658168,2497658168,[],[],[2.03],[973.04]
1773392096805,2497658169,2497658181,[2.021 2.02  2.013 2.012 2.003 2.002 1.984 1.983],[  520.43  1168.42 19868.28   765.23 18541.21  7485.22 24114.22   115.5 ],[2.022 2.023 2.024 2.025],[   0.    964.22 1091.92 1231.52]
1773392097005,2497658182,2497658182,[],[],[2.025],[1139.5]
1773392097105,2497658183,2497658184,[],[],[2.023 2.024],[1138.05 1183.94]
1773392097605,2497658185,2497658185,[],[],[2.03],[795.58]
1773392097705,2497658186,2497658194,[2.021 2.013 2.003 1.984],[ 393.82 8484.74 5883.94   58.  ],[2.022 2.023 2.024],[ 112.5  1230.07  917.62]
1773392097905,2497658195,2497658197,[2.012 2.002 1.983],[12080.98 20118.87 24200.39],[],[]
1773392100105,2497658198,2497658198,[],[],[2.047],[368.85]
1773392100205,2497658199,2497658201,[],[],[2.047],[312.11]
1773392100727,2497658202,2497658225,[2.022 2.021 2.02  2.012 2.002 1.983],[ 160.89  857.09 1076.4   765.23 7485.22  115.5 ],[2.022 2.023 2.024 2.028 2.031 2.042],[    0.     456.93  1108.94  1703.34  8438.12 10322.35]
1773392100805,2497658226,2497658269,[2.022 2.021 2.02  2.019 2.018 2.013 2.003 1.984],[  511.68  1511.67   896.57  1649.75  1713.12 19851.3  18503.66 23939.5 ],[2.023 2.024 2.025 2.027 2.028 2.029 2.032 2.033 2.043 2.058],"[   58.29   897.62  1251.52  1893.89  1090.04 28981.3  12024.02  8378.65
 15114.42   335.59]"
1773392100905,2497658270,2497658289,[2.022 2.021 2.018],[ 486.96 1346.35 1564.8 ],[2.023],[55.57]
1773392101005,2497658290,2497658293,[2.022 2.02 ],[ 489.68 1096.57],[2.024 2.025],[ 900.34 1159.5 ]
1773392101105,2497658294,2497658294,[],[],[2.024],[992.36]
1773392101205,2497658295,2497658296,[2.021 2.018],[1321.63 1540.08],[],[]
1773392101305,2497658297,2497658297,[],[],[2.031],[8613.1]
1773392101405,2497658298,2497658298,[2.009],[1729.52],[],[]
1773392101705,2497658299,2497658301,[2.018 1.82 ],[1564.8   542.11],[],[]
1773392101805,2497658302,2497658308,[2.022 2.018 2.01 ],[ 415.52 1515.36 2413.18],[2.031],[8438.12]
1773392102005,2497658309,2497658309,[2.021],[1296.91],[],[]
1773392102105,2497658310,2497658310,[2.018],[1490.64],[],[]
1773392102805,2497658311,2497658311,[],[],[2.026],[1313.3]
1773392103005,2497658312,2497658312,[],[],[2.024],[1108.53]
1773392103505,2497658313,2497658324,[2.022 2.021 2.018 2.006 2.005 2.004 2.003],[  440.24  1321.63  1515.36 26830.76 16940.   12929.51 21962.83],[2.023 2.024],[ 48.13 684.77]
1773392103605,2497658325,2497658328,[2.022 2.018],[ 464.96 1564.8 ],[2.029],[29885.7]
1773392103705,2497658329,2497658330,[2.022],[489.68],[2.029],[28981.3]
1773392103805,2497658331,2497658331,[],[],[2.024],[768.86]
1773392104005,2497658332,2497658333,[2.022 2.021],[ 689.68 1521.63],[],[]
1773392104305,2497658334,2497658337,[2.022 2.018 1.986 1.984],[  489.68  1589.52   178.24 23884.5 ],[],[]
1773392104505,2497658338,2497658338,[2.021],[1546.35],[],[]
1773392104705,2497658339,2497658340,[2.013 2.011],[20134.72  1054.25],[],[]
1773392104905,2497658341,2497658352,[2.022],[913.47],[2.023 2.024 2.025 2.032 2.033 2.043 2.044],[    0.     895.    1251.52   799.9  19585.57  2569.18 13151.84]
1773392105005,2497658353,2497658365,[2.022 2.021 2.018],[ 839.31 1296.91 1490.64],[2.028 2.029],[1502.62 1382.19]
1773392105105,2497658366,2497658375,[2.022],[415.52],[2.023 2.024 2.025 2.03  2.033 2.044],[  112.5    817.12  1159.5  28380.55  8378.65   625.3 ]
1773392105205,2497658376,2497658376,[],[],[2.024],[1040.62]
1773392105405,2497658377,2497658385,[2.022 2.021],[ 702.52 1316.38],[2.023 2.024 2.025],[   0.   1137.85 1251.52]
1773392105905,2497658386,2497658387,[],[],[2.024 2.026],[1118.1  1288.55]
1773392106005,2497658388,2497658389,[],[],[2.033 2.044],[19571.34 13065.97]
1773392106805,2497658390,2497658397,[2.023],[153.88],[2.024 2.025 2.06 ],[ 455.48 1231.52 1284.92]
1773392106905,2497658398,2497658434,[2.023 2.022 2.021 2.017 2.014 2.013 2.004 2.003 1.985 1.984],"[2.022700e+02 1.199290e+03 1.424360e+03 1.590320e+03 9.075300e+02
 8.768160e+03 1.292951e+04 9.343110e+03 1.298918e+04 3.000000e+00]",[2.024 2.026 2.029 2.031],[ 159.48 1308.55 1096.06 8719.89]
1773392107005,2497658435,2497658435,[2.011 2.009],[1241.18 1542.4 ],[],[]
1773392107105,2497658436,2497658437,[],[],[2.025 2.029],[1234.24 1379.66]
1773392107205,2497658438,2497658439,[2.022 2.02 ],[1219.29 1076.57],[],[]
1773392107505,2497658440,2497658440,[1.819],[24.],[],[]
1773392107806,2497658441,2497658441,[2.021],[1224.36],[],[]
1773392107905,2497658442,2497658445,[2.014 2.004 1.985],[12220.43 25526.41 37059.27],[2.025],[1060.41]
1773392108005,2497658446,2497658447,[2.022],[1216.57],[2.026],[1115.64]
1773392108105,2497658448,2497658448,[2.023],[204.99],[],[]
1773392108305,2497658449,2497658449,[],[],[2.025],[836.91]
1773392108905,2497658450,2497658450,[2.021],[1424.36],[],[]
1773392109105,2497658451,2497658452,[2.016 2.013],[ 815.65 8735.16],[],[]
1773392109405,2497658453,2497658453,[],[],[2.025],[856.68]
1773392109905,2497658454,2497658454,[],[],[2.025],[836.91]
1773392110105,2497658455,2497658458,[],[],[2.029 2.049],[1534.16  602.11]
1773392110505,2497658459,2497658460,[],[],[2.029],[1378.36]
1773392111005,2497658461,2497658461,[2.018],[1465.72],[],[]
1773392111205,2497658462,2497658463,[2.022 2.021],[1124.55 1516.38],[],[]
1773392111505,2497658464,2497658464,[2.02],[1101.59],[],[]
1773392112005,2497658465,2497658466,[2.021],[1424.36],[2.025],[952.39]
1773392112105,2497658467,2497658467,[2.022],[1216.57],[],[]
1773392113905,2497658468,2497658469,[2.02  2.017],[1492.59 1199.32],[],[]
1773392114006,2497658470,2497658470,[2.021],[1618.1],[],[]
1773392114505,2497658471,2497658471,[],[],[2.031],[8903.17]
1773392114705,2497658472,2497658473,[],[],[2.029],[1477.46]
1773392114905,2497658474,2497658474,[2.02],[1473.06],[],[]
1773392115005,2497658475,2497658475,[],[],[2.031],[8719.89]
1773392115105,2497658476,2497658477,[],[],[2.029],[1353.86]
1773392115405,2497658478,2497658478,[2.022],[1236.05],[],[]
1773392115605,2497658479,2497658480,[],[],[2.029],[1708.86]
1773392115905,2497658481,2497658481,[],[],[2.05],[28338.07]
1773392116105,2497658482,2497658483,[],[],[2.029],[1380.36]
1773392116505,2497658484,2497658484,[],[],[2.027],[1918.01]
1773392116805,2497658485,2497658486,[],[],[2.029],[1543.26]
1773392118705,2497658487,2497658488,[2.017 2.015],[1232.32 8952.92],[],[]
1773392119305,2497658489,2497658490,[],[],[2.031 2.038],[ 8898.53 49937.01]
1773392119905,2497658491,2497658491,[],[],[2.025],[972.25]
1773392120105,2497658492,2497658498,[2.022 2.021],[1216.05 1638.1 ],[2.024 2.026 2.027 2.049],[  58.68 1095.64 1938.01  602.11]
1773392120205,2497658499,2497658508,[2.011 2.008 2.007 2.006 2.005 2.003 2.002 2.001],[ 2986.95 18725.43 14295.92 33997.37 15194.23   719.46   317.2  10645.04],[2.027 2.028],[1918.01 1522.62]
1773392120305,2497658509,2497658512,[2.019],[1674.45],[2.025 2.026 2.028],[ 856.49 1026.07 1592.34]
1773392120405,2497658513,2497658514,[],[],[2.026 2.028],[1046.07 1572.34]
1773392120505,2497658515,2497658520,[2.023 2.017 2.003 2.001],[ 378.82 8666.82  545.63  654.68],[2.027 2.05 ],[1893.89  497.89]
1773392120605,2497658521,2497658524,[],[],[2.024 2.031 2.038],[   59.45  8719.89 36027.08]
1773392120705,2497658525,2497658525,[2.023],[204.99],[],[]
1773392120805,2497658526,2497658527,[2.023 2.022],[ 404.99 1416.05],[],[]
1773392120905,2497658528,2497658530,[2.023],[578.82],[2.025 2.037],[836.63 560.8 ]
1773392121205,2497658531,2497658532,[],[],[2.029],[1388.56]
1773392121305,2497658533,2497658534,[2.023 2.019],[ 603.52 1699.15],[],[]
1773392121405,2497658535,2497658535,[2.019],[1723.85],[],[]
1773392121905,2497658536,2497658536,[2.023],[628.22],[],[]
1773392122105,2497658537,2497658543,[2.023 2.018 2.003],[ 935.81 1381.63  322.13],[2.028 2.029 2.032],[1477.57 1096.06  894.67]
1773392122205,2497658544,2497658550,[2.023 2.022 2.019 2.016 1.979 1.97 ],[  960.51  1465.45  1748.55   746.18  2762.33 14224.94],[],[]
1773392122305,2497658551,2497658554,[2.021 2.019 2.018],[1662.8  1797.95 1452.15],[],[]
1773392122905,2497658555,2497658555,[2.019],[1822.65],[],[]
1773392123205,2497658556,2497658556,[2.015],[8936.05],[],[]
1773392123505,2497658557,2497658558,[],[],[2.058 2.061],[280.59  58.  ]
1773392124205,2497658559,2497658649,"[2.024 2.023 2.022 2.021 2.02  2.019 2.016 2.015 2.014 2.01  2.005 2.004
 1.988 1.986 1.985]","[  659.45  1747.23  1351.73  1499.92  1715.35  1713.34   923.25 20309.38
   726.61 16591.88 13268.1  12755.68 12689.22 24093.03 12989.18]","[2.024 2.025 2.026 2.027 2.028 2.029 2.03  2.032 2.033 2.034 2.037 2.039
 2.044 2.045 2.061 2.063 2.065]","[0.000000e+00 3.000000e+00 7.207600e+02 1.384750e+03 1.395160e+03
 3.323340e+03 2.873855e+04 9.770800e+02 8.378650e+03 1.204898e+04
 7.843000e+02 9.575500e+02 6.253000e+02 1.281597e+04 1.705000e+02
 0.000000e+00 2.367304e+04]"
1773392124305,2497658650,2497658687,[2.024 2.023 2.022 2.021 2.02  2.019 2.004],[  808.88  1641.04  1159.21  1455.22  1665.97  1565.14 12532.18],[2.026 2.027 2.028 2.029 2.03 ],[ 435.   1132.33 1941.85 1484.34 1153.58]
1773392124405,2497658688,2497658692,[2.024 2.023],[ 811.6  1533.44],[2.028 2.031],[ 1549.97 36291.27]
1773392124505,2497658693,2497658693,[],[],[2.027],[1216.42]
1773392124605,2497658694,2497658694,[2.004],[12832.18],[],[]
1773392124705,2497658695,2497658698,[2.024 2.004],[ 1011.6  12832.18],[3.747 3.767],[ 0.   19.73]
1773392125206,2497658699,2497658699,[2.004],[12532.18],[],[]
1773392125305,2497658700,2497658710,[2.024 2.02  2.019 2.018],[1060.98 1690.66 1357.28  983.7 ],[2.027 2.028],[1071.51 1415.16]
1773392125405,2497658711,2497658711,[2.024],[1036.29],[],[]
1773392125608,2497658712,2497658712,[2.02],[1665.97],[],[]
1773392126105,2497658713,2497658723,[2.024 2.022 2.019],[ 554.04  998.32 1332.58],[2.025 2.026 2.027 2.03 ],[ 115.5   886.06 1255.74 1465.18]
1773392126205,2497658724,2497658731,[2.024],[173.83],[2.025 2.027 2.03 ],[ 434.67 1071.51 1942.18]
1773392126305,2497658732,2497658749,[2.024 2.023 2.022 2.019 2.015 2.014 2.013 2.006 2.005 2.004 1.986 1.985],"[    0.    1444.14  1090.34  1439.94  8936.05 12077.84  1286.27 43964.78
   723.19 25128.67   178.24 36890.16]",[2.025 2.027],[ 724.37 1468.84]
1773392126405,2497658750,2497658754,[2.023],[1244.14],[2.026 2.028 2.03 ],[ 903.35 1395.16 1153.58]
1773392126505,2497658755,2497658759,[2.023 2.022],[1224.14 1110.34],[2.025 2.026 2.027],[ 727.09  883.35 1488.84]
1773392126705,2497658760,2497658762,[],[],[2.025 2.026],[487.98 574.37]
1773392127105,2497658763,2497658764,[],[],[2.029 2.03 ],[1639.2  1985.88]
1773392127405,2497658765,2497658768,[],[],[2.025 2.026 2.03  2.033],[ 614.59  778.43 1153.58 8554.28]
1773392127505,2497658769,2497658771,[],[],[2.029 2.03 ],[1654.61 2037.48]
1773392127705,2497658772,2497658773,[2.021],[1435.75],[2.027],[1508.6]
1773392128205,2497658774,2497658789,[2.024 2.023 2.022 2.016 2.015 2.014 2.005 2.004 1.986 1.985],"[  154.86  1336.39  1018.32   940.12 20290.71   726.61 13278.56 12532.18
 24167.61 12989.18]",[2.025 2.026 2.03 ],[ 281.71  802.09 1153.58]
1773392128305,2497658790,2497658792,[2.024],[328.69],[2.029 2.03 ],[1484.34 1644.78]
1773392128405,2497658793,2497658793,[],[],[2.025],[197.62]
1773392128906,2497658794,2497658802,[2.024 2.023],[ 734.43 1333.67],[2.025 2.026],[  3.   574.37]
1773392129005,2497658803,2497658804,[2.024],[737.15],[2.026],[577.08]
1773392129105,2497658805,2497658806,[],[],[2.03],[1425.18]
1773392129805,2497658807,2497658807,[],[],[2.039],[14987.35]
1773392129905,2497658808,2497658808,[],[],[2.051],[28612.15]
1773392130005,2497658809,2497658810,[],[],[2.038],[36424.41]
1773392130105,2497658811,2497658813,[1.998],[564.11],[2.05],[497.89]
1773392130506,2497658814,2497658815,[],[],[2.04  2.043],[4076.74 2617.18]
1773392130705,2497658816,2497658823,[2.024],[437.15],[2.025 2.026 2.03 ],[ 115.5   908.34 1589.98]
1773392130805,2497658824,2497658825,[],[],[2.031 2.035],[28905.38  8702.37]
1773392130905,2497658826,2497658826,[2.024],[213.65],[],[]
1773392131405,2497658827,2497658828,[],[],[2.028 2.03 ],[1420.15 1153.58]
1773392131505,2497658829,2497658830,[],[],[2.03  2.035],[1788.38 8876.92]
1773392131605,2497658831,2497658837,[2.024],[28.69],[2.025 2.026 2.029 2.03 ],[ 419.2   905.63 1508.74 1153.58]
1773392131705,2497658838,2497658842,[2.023],[1336.39],[2.025 2.027],[ 471.53 1532.44]
1773392131805,2497658843,2497658854,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[    0.    1244.37  1110.34  8936.05 12046.66   723.19 25144.5    178.24
 36956.93]",[2.025 2.027],[ 715.3  1556.86]
1773392131906,2497658855,2497658856,[],[],[2.025 2.027],[ 690.47 1532.44]
1773392132005,2497658857,2497658859,[],[],[2.027 2.028 2.051],[1512.68 1395.16    6.7 ]
1773392132305,2497658860,2497658862,[],[],[2.033 2.035 2.039],[8378.65 8702.37  957.55]
1773392132405,2497658863,2497658865,[2.022],[910.34],[2.025],[850.76]
1773392133405,2497658866,2497658866,[],[],[2.029],[1533.16]
1773392133806,2497658867,2497658867,[2.023],[1491.4],[],[]
1773392133905,2497658868,2497658870,[],[],[2.025 2.026],[724.15 574.37]
1773392134005,2497658871,2497658872,[],[],[2.025 2.026],[850.76 816.99]
1773392134305,2497658873,2497658873,[],[],[2.025],[724.15]
1773392134605,2497658874,2497658875,[],[],[2.025 2.029],[ 850.76 1508.74]
1773392135306,2497658876,2497658878,[],[],[2.033 2.049 2.052],[ 8561.15   562.11 50928.77]
1773392135605,2497658879,2497658879,[],[],[2.027],[1488.84]
1773392135705,2497658880,2497658880,[],[],[2.025],[825.98]
1773392136005,2497658881,2497658901,[2.024 2.023 2.022 2.015 2.014 2.005 2.004 1.986 1.985],"[  246.99  1216.11   818.32 20231.26   726.61 13300.64 12532.18 24174.49
 12989.18]",[2.025 2.026 2.033],[ 419.2   905.65 8378.65]
1773392136105,2497658902,2497658906,[2.024],[249.71],[2.025 2.026 2.029 2.03 ],[ 443.98  908.36 1484.34 1622.18]
1773392136205,2497658907,2497658907,[2.024],[423.54],[],[]
1773392136305,2497658908,2497658909,[],[],[2.03],[1476.98]
1773392136605,2497658910,2497658914,[2.022],[1018.32],[2.025 2.026 2.03 ],[ 250.88  745.68 1728.08]
1773392137005,2497658915,2497658915,[2.023],[1416.11],[],[]
1773392137105,2497658916,2497658916,[],[],[2.025],[226.1]
1773392137505,2497658917,2497658917,[],[],[2.026],[764.93]
1773392137605,2497658918,2497658920,[],[],[2.028 2.03 ],[1419.45 1508.98]
1773392138505,2497658921,2497658931,[2.024],[1068.33],[2.025 2.026 2.027 2.03 ],[   3.    577.08 1295.01 1153.58]
1773392138605,2497658932,2497658932,[],[],[2.027],[1315.01]
1773392138906,2497658933,2497658933,[],[],[2.027],[1091.51]
1773392139005,2497658934,2497658934,[],[],[2.033],[8555.42]
1773392139605,2497658935,2497658935,[],[],[2.028],[1395.16]
1773392140005,2497658936,2497658936,[],[],[2.033],[8378.65]
1773392140105,2497658937,2497658942,[2.014 2.011],[ 759.61 2953.95],[2.05],[497.89]
1773392140606,2497658943,2497658944,[2.024 2.022],[1088.33  998.32],[],[]
1773392140905,2497658945,2497658949,[2.024 2.023],[ 919.73 1216.11],[2.025 2.026],[115.5  908.36]
1773392141005,2497658950,2497658952,[2.024],[751.13],[2.027 2.029],[1115.35 1508.74]
1773392141205,2497658953,2497658956,[2.024 2.023],[ 731.13 1236.11],[2.025 2.026],[ 140.28 1026.24]
1773392141305,2497658957,2497658957,[2.024],[647.04],[],[]
1773392141405,2497658958,2497658961,[],[],[2.025 2.027 2.029 2.03 ],[ 332.5  1139.77 1533.16 1478.28]
1773392141505,2497658962,2497658962,[],[],[2.03],[1153.58]
1773392141605,2497658963,2497658964,[],[],[2.025 2.027],[ 404.8  1363.27]
1773392142005,2497658965,2497658967,[2.024],[249.71],[2.027],[1537.1]
1773392142105,2497658968,2497658969,[],[],[2.025 2.028],[ 429.63 1419.58]
1773392142605,2497658970,2497658971,[2.024],[246.99],[2.025],[532.53]
1773392142705,2497658972,2497658973,[2.023],[1238.83],[2.033],[8553.95]
1773392143005,2497658974,2497658975,[2.023],[1236.11],[2.028],[1443.71]
1773392143105,2497658976,2497658978,[2.024 2.023 2.022],[ 249.71 1216.11 1018.32],[],[]
1773392143205,2497658979,2497658979,[],[],[2.028],[1419.29]
1773392143505,2497658980,2497658982,[2.016],[923.25],[2.027 2.03 ],[1512.68 1726.68]
1773392143605,2497658983,2497658984,[],[],[2.025 2.029],[ 507.7  1508.74]
1773392143705,2497658985,2497658986,[],[],[2.03],[1540.48]
1773392143805,2497658987,2497658989,[2.024],[423.54],[2.026],[694.96]
1773392143906,2497658990,2497658990,[],[],[2.025],[315.48]
1773392144305,2497658991,2497658991,[],[],[2.033],[8378.65]
1773392144405,2497658992,2497658995,[],[],[2.025 2.027 2.028 2.029],[ 290.7  1488.84 1395.16 1484.34]
1773392144705,2497658996,2497658996,[],[],[2.026],[981.42]
1773392144905,2497658997,2497658998,[1.988 1.986],[12744.22 24119.49],[],[]
1773392145505,2497658999,2497659000,[],[],[2.03],[1402.18]
1773392147305,2497659001,2497659001,[],[],[2.033],[8553.24]
1773392148405,2497659002,2497659002,[2.02],[1640.95],[],[]
1773392148905,2497659003,2497659004,[2.022],[1043.28],[2.033],[8378.65]
1773392149005,2497659005,2497659005,[2.017],[8683.67],[],[]
1773392149705,2497659006,2497659007,[1.997 1.995],[1040.99  518.77],[],[]
1773392150105,2497659008,2497659009,[],[],[2.05],[497.89]
1773392152406,2497659010,2497659019,[2.015 2.011 2.01  2.008 2.007 2.006 2.005],[20051.67  1208.18 18337.65 15266.26  1963.42 52588.43 20468.66],[2.033],[8554.67]
1773392152905,2497659020,2497659021,[2.017],[8860.75],[2.035],[8876.68]
1773392153105,2497659022,2497659022,[],[],[2.051],[28492.76]
1773392153906,2497659023,2497659024,[],[],[2.026 2.028],[1001.16 1419.51]
1773392154405,2497659025,2497659025,[],[],[2.028],[1395.16]
1773392154505,2497659026,2497659027,[2.006 2.004],[52636.43 12484.18],[],[]
1773392154605,2497659028,2497659028,[],[],[2.051],[6.7]
1773392154905,2497659029,2497659031,[],[],[2.026 2.033 2.035],[ 981.42 8378.65 8702.37]
1773392157305,2497659032,2497659041,[2.024],[1068.33],[2.025 2.026 2.03 ],[   3.    694.96 1547.88]
1773392157405,2497659042,2497659042,[],[],[2.03],[1153.58]
1773392157705,2497659043,2497659044,[],[],[2.027],[1091.51]
1773392159205,2497659045,2497659049,[2.024],[647.04],[2.025 2.026],[115.5  892.82]
